# See the documentation on the wiki to learn how to edit this file.
#-------------------------------
# Route 5 (41) - Route 4 Cycling Road (40)
# Bridge 6 (227) - Bridge 11 (232)
227,E,0,232,W,85
# Bridge 12 (233) - Bridge 11 (232)
233,W,57,232,E,0
# Bridge 18 (239) - Bridge 11 (232)
239,N,0,232,S,80
# Bridge 24 (245) - Bridge 11 (232)
245,N,0,232,S,170
# Bridge 8 (229) - Bridge 11 (232)
229,N,0,232,S,0
# Bridge 19 (240) - Bridge 11 (232)
240,N,0,232,S,130
# Bridge 25 (246) - Bridge 11 (232)
246,N,0,232,S,200
# Bridge 9 (230) - Bridge 11 (232)
230,W,0,232,E,23
# Bridge 17 (238) - Bridge 22 (243)
238,E,70,243,W,0
# Bridge 18 (239) - Bridge 22 (243)
239,E,50,243,W,0
# Bridge 24 (245) - Bridge 22 (243)
245,S,0,243,N,40
# Bridge 19 (240) - Bridge 22 (243)
240,S,0,243,N,0
# Bridge 7 (228) - Bridge 6 (227)
228,W,0,227,E,0
# Bridge 8 (229) - Bridge 6 (227)
229,W,62,227,E,0
# Bridge 18 (239) - Bridge 17 (238)
239,N,30,238,S,0
# Bridge 13 (234) - Bridge 17 (238)
234,E,40,238,W,0
# Bridge 24 (245) - Bridge 17 (238)
245,N,0,238,S,60
# Bridge 8 (229) - Bridge 17 (238)
229,N,110,238,S,0
# Bridge 19 (240) - Bridge 17 (238)
240,W,0,238,E,20
# Bridge 25 (246) - Bridge 17 (238)
246,N,0,238,S,90
# Bridge 14 (235) - Bridge 17 (238)
235,E,0,238,W,0
# Bridge 20 (241) - Bridge 17 (238)
241,W,4,238,E,0
# Bridge 9 (230) - Bridge 17 (238)
230,N,70,238,S,0
# Bridge 18 (239) - Bridge 28 (249)
239,N,150,249,S,0
# Bridge 24 (245) - Bridge 28 (249)
245,N,60,249,S,0
# Bridge 8 (229) - Bridge 28 (249)
229,N,230,249,S,0
# Bridge 19 (240) - Bridge 28 (249)
240,N,100,249,S,0
# Bridge 25 (246) - Bridge 28 (249)
246,N,30,249,S,0
# Bridge 9 (230) - Bridge 28 (249)
230,N,190,249,S,0
# Bridge 18 (239) - Bridge 23 (244)
239,N,90,244,S,0
# Bridge 24 (245) - Bridge 23 (244)
245,N,0,244,S,0
# Bridge 8 (229) - Bridge 23 (244)
229,N,170,244,S,0
# Bridge 19 (240) - Bridge 23 (244)
240,N,40,244,S,0
# Bridge 25 (246) - Bridge 23 (244)
246,W,0,244,E,50
# Bridge 20 (241) - Bridge 23 (244)
241,E,0,244,W,26
# Bridge 9 (230) - Bridge 23 (244)
230,N,130,244,S,0
# Bridge 7 (228) - Bridge 12 (233)
228,E,0,233,W,142
# Bridge 18 (239) - Bridge 12 (233)
239,N,0,233,S,40
# Bridge 13 (234) - Bridge 12 (233)
234,W,0,233,E,20
# Bridge 24 (245) - Bridge 12 (233)
245,N,0,233,S,130
# Bridge 8 (229) - Bridge 12 (233)
229,N,40,233,S,0
# Bridge 19 (240) - Bridge 12 (233)
240,N,0,233,S,90
# Bridge 25 (246) - Bridge 12 (233)
246,N,0,233,S,160
# Bridge 14 (235) - Bridge 12 (233)
235,W,0,233,E,60
# Bridge 9 (230) - Bridge 12 (233)
230,N,0,233,S,0
# Bridge 9 (230) - Bridge 7 (228)
230,W,62,228,E,0
# Bridge 19 (240) - Bridge 18 (239)
240,W,0,239,E,0
# Bridge 14 (235) - Bridge 18 (239)
235,S,20,239,N,0
# Bridge 20 (241) - Bridge 18 (239)
241,W,24,239,E,0
# Bridge 9 (230) - Bridge 18 (239)
230,E,0,239,W,0
# Bridge 3 (224) - Bridge 2 (223)
224,W,0,223,E,0
# Bridge 14 (235) - Bridge 13 (234)
235,N,0,234,S,0
# Bridge 19 (240) - Bridge 24 (245)
240,E,0,245,W,0
# Bridge 25 (246) - Bridge 24 (245)
246,W,0,245,E,0
# Bridge 14 (235) - Bridge 24 (245)
235,S,110,245,N,0
# Bridge 20 (241) - Bridge 24 (245)
241,E,24,245,W,0
# Bridge 14 (235) - Bridge 8 (229)
235,S,0,229,N,60
# Bridge 20 (241) - Bridge 8 (229)
241,S,0,229,N,130
# Bridge 9 (230) - Bridge 8 (229)
230,W,0,229,E,0
# Bridge 14 (235) - Bridge 19 (240)
235,S,70,240,N,0
# Bridge 20 (241) - Bridge 19 (240)
241,S,0,240,N,0
# Bridge 14 (235) - Bridge 25 (246)
235,S,140,246,N,0
# Bridge 20 (241) - Bridge 25 (246)
241,S,70,246,N,0
# Bridge 9 (230) - Bridge 14 (235)
230,N,20,235,S,0
# Bridge 9 (230) - Bridge 20 (241)
230,N,90,241,S,0
# Kracket Village (32) - Kracket Beach (137)
32,N,0,137,S,4
# Mirmirch Town (78) - Route 8-1 (77)
78,N,0,77,S,0
# Mirmirch Path (79) - Route 8-1 (77)
79,N,36,77,S,0
# Kracket Village (32) - Route 8-1 (77)
32,S,0,77,N,0
# Mirmirch Path (79) - Mirmirch Town (78)
79,E,0,78,W,0
# Mirmirch Town (97) - Mirmirch Town (78)
97,N,0,78,S,0
# Mirmirch Town (97) - Mirmirch Path (79)
97,W,0,79,E,44
# Kracket Village (32) - Mirmirch Path (79)
32,W,94,79,E,0
# Route 8-3 (102) - Route 8-2 (116)
102,N,0,116,S,0
# New Monten City (119) - Route 8-2 (116)
119,E,12,116,W,0
# New Monten City (119) - Route 8-3 (102)
119,E,42,102,W,0
